City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,camacha,33.08,-16.33,69.8,94,75,16.11,PT,1605495161
278,yantarnyy,54.87,19.94,48.2,87,89,8.95,RU,1605495162
279,cravo norte,6.3,-70.2,78.98,80,59,5.48,CO,1605495162
280,la libertad,-2.23,-80.9,68.49,84,100,11.48,EC,1605495162
281,quelimane,-17.88,36.89,66.2,88,20,2.8,MZ,1605495162
282,lompoc,34.64,-120.46,64.4,62,1,3.36,US,1605495162
283,ca mau,9.18,105.15,86.13,68,53,11.56,VN,1605495162
284,moerai,-22.43,-151.33,78.24,77,14,8.03,PF,1605495162
285,cilegon,-6.02,106.05,89.6,55,40,11.41,ID,1605495162
286,artyom,40.47,50.33,53.6,93,75,6.93,AZ,1605495163
287,ratnagiri,16.98,73.3,80.46,63,100,6.58,IN,1605495163
288,grindavik,63.84,-22.43,37.4,69,90,11.41,IS,1605495163
289,sri aman,1.24,111.46,82.4,78,20,2.24,MY,1605495163
290,verkhoyansk,67.54,133.38,-16.06,86,90,1.48,RU,1605495164
291,filadelfia,39.95,-75.16,55.4,66,90,19.46,US,1605495034
292,vernon,50.26,-119.27,39.2,60,0,3.36,CA,1605495164
293,malanje,-9.54,16.34,63.68,98,72,4.83,AO,1605495164
294,san cristobal,7.77,-72.22,66.79,92,92,3.0,VE,1605495164
295,najran,17.49,44.13,57.2,41,0,1.34,SA,1605495164
296,thap than,15.46,99.89,80.94,71,0,4.36,TH,1605495164
297,sao joao da barra,-21.64,-41.05,73.31,94,25,1.03,BR,1605495165
298,rockhampton,-23.38,150.5,91.4,43,40,8.05,AU,1605495165
299,wanaka,-44.7,169.15,67.69,40,28,6.98,NZ,1605495165
300,kastamonu,41.5,33.67,42.58,84,95,0.31,TR,1605495165
301,orlik,52.52,99.83,21.96,86,100,1.16,RU,1605495165
302,trelew,-43.25,-65.31,65.55,27,33,4.25,AR,1605495165
303,sena madureira,-9.07,-68.66,76.75,81,100,2.35,BR,1605495060
304,saint-philippe,-21.36,55.77,69.8,52,40,8.05,RE,1605495165
305,katherine,-14.47,132.27,100.4,24,36,10.29,AU,1605495165
306,christchurch,-43.53,172.63,66.99,63,18,28.86,NZ,1605494918
307,vanavara,60.34,102.28,0.88,92,15,7.2,RU,1605495165
308,date,42.47,140.87,47.23,60,94,20.4,JP,1605495166
309,karratha,-20.74,116.85,94.73,22,0,18.43,AU,1605495166
310,ravar,31.27,56.81,45.82,54,31,1.48,IR,1605495166
311,longyearbyen,78.22,15.64,19.4,62,75,24.16,SJ,1605495022
312,iwaki,37.05,140.88,66.99,71,75,9.17,JP,1605495166
313,leningradskiy,69.38,178.42,24.87,91,100,7.72,RU,1605495166
314,gorodishche,48.8,44.47,21.81,73,0,15.66,RU,1605495166
315,cangzhou,38.32,116.87,63.66,54,47,10.33,CN,1605494882
316,buenos aires,-34.61,-58.38,68.0,49,0,4.7,AR,1605494996
317,severo-kurilsk,50.68,156.12,37.47,80,100,12.17,RU,1605495166
318,sakiai,54.95,23.04,39.2,93,90,11.41,LT,1605495167
319,saint-pierre,-21.34,55.48,69.8,52,40,8.05,RE,1605495167
320,port macquarie,-31.43,152.92,95.0,43,22,1.99,AU,1605495167
321,bandundu,-3.32,17.37,70.75,98,100,3.53,CD,1605495167
322,cabra,37.47,-4.44,62.01,71,63,0.6,ES,1605495167
323,nuuk,64.18,-51.72,15.8,61,39,16.11,GL,1605495167
324,port lincoln,-34.73,135.87,64.9,52,0,15.3,AU,1605495167
325,yenagoa,4.92,6.26,75.76,93,100,3.65,NG,1605495167
326,la grande,45.32,-118.09,39.2,80,1,16.11,US,1605495018
327,sabang,5.89,95.32,82.24,80,77,16.08,ID,1605495167
328,noyabrsk,63.2,75.45,3.18,91,99,9.69,RU,1605495167
329,porto belo,-27.16,-48.55,73.99,94,40,5.82,BR,1605495168
330,bulolo,-7.2,146.65,89.26,39,100,5.23,PG,1605495168
331,corinto,37.94,22.96,57.99,63,0,1.1,GR,1605495068
332,isabela,6.71,121.97,87.8,74,40,9.17,PH,1605495168
333,saint anthony,45.02,-93.22,28.0,68,1,11.41,US,1605495168
334,prince rupert,54.32,-130.32,42.8,93,75,5.82,CA,1605495142
335,yar-sale,66.83,70.83,7.93,94,93,5.88,RU,1605495168
336,bageshwar,29.85,79.77,57.97,52,100,1.43,IN,1605495168
337,naze,28.37,129.48,78.8,65,20,12.75,JP,1605495168
338,lindi,-10.0,39.72,72.14,88,54,2.98,TZ,1605495003
339,poco verde,-10.71,-38.18,72.1,89,71,9.62,BR,1605495169
340,ossora,59.24,163.07,29.61,91,100,5.55,RU,1605495169
341,santa maria,-29.68,-53.81,73.4,88,75,5.82,BR,1605495169
342,lorengau,-2.02,147.27,84.79,75,100,10.71,PG,1605495169
343,beira,-19.84,34.84,68.0,88,20,3.36,MZ,1605495169
344,tezu,27.92,96.17,78.37,33,0,1.68,IN,1605495169
345,marawi,8.0,124.29,84.0,79,91,5.99,PH,1605495169
346,namatanai,-3.67,152.43,82.83,73,97,7.05,PG,1605495169
347,sungaipenuh,-2.08,101.38,79.52,65,75,1.74,ID,1605495053
348,telimele,10.92,-13.33,68.38,56,0,1.66,GN,1605495169
349,troitsko-pechorsk,62.71,56.2,18.72,97,94,3.65,RU,1605495169
350,shimanovsk,52.0,127.7,20.08,84,3,8.34,RU,1605495169
351,port hedland,-20.32,118.57,95.0,28,0,14.99,AU,1605495170
352,kamenka,51.32,42.77,21.0,76,100,3.0,RU,1605495170
353,puerto gaitan,4.31,-72.08,79.54,78,77,5.48,CO,1605495170
354,uglovskoye,51.36,80.19,21.69,80,0,14.88,RU,1605495170
355,ayagoz,47.97,80.44,22.53,96,95,5.3,KZ,1605495170
356,terenos,-20.44,-54.86,69.8,88,75,4.7,BR,1605495170
357,kraslava,55.9,27.17,32.07,97,38,9.37,LV,1605495170
358,lasa,46.62,10.7,44.01,79,100,2.55,IT,1605495170
359,sungairaya,0.7,108.9,89.96,56,2,0.6,ID,1605495170
360,le port,-20.94,55.29,71.6,49,0,5.82,RE,1605495171
361,muravlenko,63.79,74.52,3.54,91,99,11.7,RU,1605495171
362,kurkino,53.43,38.66,24.66,94,60,10.25,RU,1605495171
363,along,28.17,94.77,69.33,41,0,0.43,IN,1605495008
364,taywarah,33.35,64.42,23.07,70,0,2.19,AF,1605495171
365,caborca,30.58,-111.1,62.65,28,0,2.55,MX,1605495171
366,ayr,55.46,-4.63,51.8,81,75,21.92,GB,1605495171
367,hamilton,39.18,-84.53,48.2,49,90,12.75,US,1605494891
368,shimoda,34.67,138.95,71.6,53,75,12.75,JP,1605495171
369,asau,46.43,26.4,37.99,90,7,3.47,RO,1605495171
370,awbari,26.59,12.78,56.19,58,18,6.2,LY,1605495109
371,honiara,-9.43,159.95,86.0,84,75,17.22,SB,1605495172
372,horsham,51.06,-0.33,53.01,87,40,11.41,GB,1605495172
373,bentiu,9.23,29.83,71.69,33,0,4.05,SS,1605495172
374,qorveh,35.17,47.8,36.59,77,47,3.02,IR,1605495172
375,aksarka,66.56,67.8,12.18,94,95,7.23,RU,1605495172
376,gawler,-34.6,138.73,70.0,40,0,11.99,AU,1605495172
377,hofn,64.25,-15.21,37.81,76,99,20.54,IS,1605495173
378,tessalit,20.2,1.01,66.81,25,0,10.54,ML,1605495173
379,nome,64.5,-165.41,23.0,73,90,1.9,US,1605495173
380,saint-joseph,-21.37,55.62,69.8,52,40,8.05,RE,1605495173
381,arman,59.7,150.17,9.25,84,77,11.74,RU,1605495173
382,luderitz,-26.65,15.16,57.45,78,72,14.29,NA,1605495173
383,luganville,-15.53,167.17,82.99,70,100,9.62,VU,1605495166
384,kudahuvadhoo,2.67,72.89,80.92,83,100,17.94,MV,1605495173
385,santa rita do sapucai,-22.25,-45.7,64.92,89,4,1.03,BR,1605495173
386,port augusta,-32.5,137.77,71.01,52,0,17.22,AU,1605495173
387,irituia,-1.77,-47.44,74.48,94,99,3.04,BR,1605495174
388,rocha,-34.48,-54.33,55.4,93,10,6.44,UY,1605495174
389,nisia floresta,-6.09,-35.21,77.0,88,40,4.7,BR,1605495174
390,excelsior springs,39.34,-94.23,44.01,64,1,6.76,US,1605495174
391,parrita,9.52,-84.32,69.8,100,0,2.24,CR,1605495174
392,caloundra,-26.8,153.13,84.0,70,11,8.01,AU,1605494916
393,lieksa,63.32,30.02,33.19,92,98,14.58,FI,1605495174
394,mayo,38.89,-76.51,57.2,76,90,8.05,US,1605495174
395,hammerfest,70.66,23.68,41.0,75,0,13.87,NO,1605495174
396,eunice,30.49,-92.42,57.99,54,1,6.93,US,1605495174
397,narasannapeta,18.42,84.05,79.05,65,81,4.97,IN,1605495175
398,beloha,-25.17,45.05,65.93,69,0,12.73,MG,1605495175
399,orillia,44.61,-79.42,42.8,80,96,17.22,CA,1605494880
400,adrar,20.5,-10.07,73.72,24,88,11.5,MR,1605495175
401,flinders,-34.58,150.86,82.99,60,100,7.7,AU,1605495175
402,tocopilla,-22.09,-70.2,60.76,62,5,7.43,CL,1605495175
403,zaria,11.11,7.72,68.72,34,52,10.16,NG,1605495175
404,uruguaiana,-29.75,-57.09,73.4,64,0,10.38,BR,1605495175
405,te anau,-45.42,167.72,64.26,45,2,8.77,NZ,1605495175
406,kahului,20.89,-156.47,82.4,61,20,14.99,US,1605494999
407,praia da vitoria,38.73,-27.07,64.0,82,40,10.38,PT,1605495175
408,kloulklubed,7.04,134.26,77.0,94,90,6.93,PW,1605495176
409,kawalu,-7.38,108.21,86.79,62,40,3.11,ID,1605495176
410,constitucion,-35.33,-72.42,52.7,79,0,6.85,CL,1605495032
411,cairns,-16.92,145.77,91.99,49,100,13.87,AU,1605495083
412,ixtapa,20.7,-105.2,77.0,73,5,3.36,MX,1605495176
413,vera cruz,-12.63,-41.03,72.61,80,87,3.76,BR,1605495176
414,somerset,40.57,-74.55,54.0,76,90,6.93,US,1605494959
415,klaksvik,62.23,-6.59,42.8,100,100,19.46,FO,1605495176
416,kavieng,-2.57,150.8,80.74,81,100,4.63,PG,1605495176
417,katangli,51.71,143.23,26.78,84,4,15.79,RU,1605495176
418,letlhakane,-21.42,25.58,78.76,25,95,7.92,BW,1605495177
419,hanzhong,33.07,107.03,62.56,51,1,5.19,CN,1605495177
420,esna,25.29,32.55,59.0,67,0,2.24,EG,1605495177
421,picton,-34.18,150.6,102.99,43,98,1.01,AU,1605495177
422,aykhal,66.0,111.5,-11.2,83,0,4.47,RU,1605495177
423,beneditinos,-5.45,-42.37,84.2,66,0,9.17,BR,1605495177
424,zyryanka,65.75,150.85,-9.49,90,100,12.1,RU,1605495177
425,lazaro cardenas,17.96,-102.2,78.26,81,3,2.06,MX,1605495177
426,korla,41.76,86.15,37.99,70,99,8.99,CN,1605495177
427,kismayo,-0.36,42.55,79.74,79,68,10.2,SO,1605495178
428,koslan,63.46,48.9,27.63,97,83,8.08,RU,1605495178
429,soderhamn,61.3,17.06,50.0,94,100,7.0,SE,1605495178
430,banda aceh,5.56,95.32,84.61,71,64,11.21,ID,1605495178
431,balestrand,61.21,6.53,50.0,80,100,3.24,NO,1605495178
432,shingu,33.73,135.98,69.8,68,75,3.36,JP,1605495178
433,tautira,-17.73,-149.15,84.2,70,20,9.17,PF,1605495178
434,kovur,14.48,79.98,77.07,92,100,17.81,IN,1605495178
435,vostok,46.49,135.88,22.32,84,4,14.72,RU,1605495178
436,chulym,55.1,80.96,19.33,97,100,9.04,RU,1605495178
437,nizhniy kuranakh,58.84,125.49,9.66,93,100,9.35,RU,1605495179
438,aden,12.78,45.04,78.85,72,4,11.14,YE,1605494942
439,falam,22.92,93.68,68.25,56,2,2.42,MM,1605495179
440,salalah,17.02,54.09,73.4,56,0,3.36,OM,1605495179
441,gabu,12.28,-14.22,70.12,35,0,1.3,GW,1605495179
442,baykit,61.67,96.37,5.0,90,100,3.27,RU,1605495179
443,pontes e lacerda,-15.23,-59.34,73.98,86,82,1.28,BR,1605495179
444,aleksandriya,45.09,43.25,36.63,82,100,18.57,RU,1605495179
445,bull savanna,17.89,-77.59,75.61,85,100,11.16,JM,1605495179
446,ngunguru,-35.62,174.5,66.76,60,98,10.02,NZ,1605495180
447,ribas do rio pardo,-20.44,-53.76,71.82,90,100,3.29,BR,1605495180
448,lerwick,60.15,-1.15,48.2,87,90,8.05,GB,1605495180
449,hanting,36.77,119.21,62.74,53,94,6.15,CN,1605495180
450,pombia,45.65,8.63,48.2,100,90,2.24,IT,1605495180
451,ust-karsk,52.7,118.81,21.45,85,98,1.57,RU,1605495180
452,burleson,32.54,-97.32,50.0,65,1,2.82,US,1605495180
453,jelgava,56.65,23.71,41.0,86,90,13.87,LV,1605495180
454,tahta,26.77,31.5,59.0,72,0,5.82,EG,1605495180
455,teahupoo,-17.83,-149.27,84.2,70,20,9.17,PF,1605495180
456,talaja,21.35,72.05,80.1,45,3,11.34,IN,1605495181
457,cayenne,4.93,-52.33,77.0,100,47,7.45,GF,1605495181
458,san blas,21.52,-105.27,73.65,84,0,2.71,MX,1605495181
459,vao,-22.67,167.48,75.16,78,1,12.64,NC,1605495181
460,solnechnyy,50.72,136.63,25.54,77,5,8.3,RU,1605495181
461,altay,47.87,88.12,28.27,85,29,1.72,CN,1605495181
462,seminole,28.71,-81.21,73.99,88,75,5.82,US,1605495181
463,broome,42.25,-75.83,44.6,65,75,17.22,US,1605495181
464,shelbyville,35.48,-86.46,48.2,45,0,5.68,US,1605495182
465,labuhan,-6.88,112.21,88.2,62,16,5.91,ID,1605495182
466,shumskiy,54.83,99.13,21.22,93,73,0.74,RU,1605495182
467,cockburn town,21.46,-71.14,80.1,74,35,20.42,TC,1605495182
468,lichinga,-13.31,35.24,64.4,63,0,8.05,MZ,1605495182
469,les cayes,18.2,-73.75,76.53,72,100,5.53,HT,1605495041
470,pokhara,28.23,83.98,71.37,30,82,1.39,NP,1605495182
471,tabas,33.6,56.92,41.0,52,0,2.24,IR,1605495182
472,taoudenni,22.68,-3.98,70.93,23,13,15.3,ML,1605495183
473,djambala,-2.54,14.75,65.52,97,100,2.64,CG,1605495183
474,hay river,60.82,-115.8,3.2,77,81,6.93,CA,1605495183
475,bathsheba,13.22,-59.52,82.4,83,40,9.17,BB,1605495183
476,zhanakorgan,43.91,67.25,15.98,91,0,9.62,KZ,1605495183
477,san quintin,30.48,-115.95,65.59,48,0,4.09,MX,1605495183
478,beaumont,30.09,-94.1,60.8,47,1,3.36,US,1605495099
479,severnyy,50.68,36.55,28.0,100,75,11.18,RU,1605495183
480,riobamba,-1.67,-78.63,53.65,73,100,3.2,EC,1605495183
481,atar,20.52,-13.05,78.53,19,100,12.21,MR,1605495184
482,osoyoos,49.03,-119.45,41.0,75,6,4.7,CA,1605495184
483,itarema,-2.92,-39.92,79.86,80,43,13.47,BR,1605495184
484,san ramon,37.78,-121.98,59.0,58,1,4.7,US,1605495184
485,ndioum,16.51,-14.65,78.64,17,90,8.72,SN,1605495184
486,marfino,55.7,37.38,30.99,86,90,8.95,RU,1605495184
487,tiarei,-17.53,-149.33,84.2,70,20,9.17,PF,1605495184
488,aasiaat,68.71,-52.87,8.46,82,100,13.27,GL,1605495184
489,forres,57.61,-3.61,51.01,81,95,14.99,GB,1605495184
490,tailai,46.38,123.4,40.06,66,33,7.85,CN,1605495058
491,hudiksvall,61.73,17.1,47.01,90,100,12.91,SE,1605495184
492,komsomolskiy,40.43,71.72,30.2,86,0,4.7,UZ,1605495184
493,umm lajj,25.02,37.27,71.01,68,0,5.19,SA,1605495185
494,campbellton,48.01,-66.67,32.0,94,100,12.75,CA,1605495185
495,qaqortoq,60.72,-46.03,12.2,61,0,3.36,GL,1605495185
496,san joaquin,37.93,-121.3,60.01,41,1,2.75,US,1605495185
497,pitea,65.32,21.48,41.0,100,100,19.46,SE,1605495185
498,beisfjord,68.38,17.6,42.8,75,97,9.17,NO,1605495185
499,abha,18.22,42.51,57.2,93,4,1.99,SA,1605495185
500,wangaratta,-36.37,146.33,81.0,16,23,20.8,AU,1605495185
501,parana,-31.73,-60.52,68.0,67,65,11.1,AR,1605495054
502,los llanos de aridane,28.66,-17.92,71.6,83,40,4.7,ES,1605495185
503,doha,25.29,51.53,69.8,68,0,3.15,QA,1605495026
504,urbana,40.11,-88.21,43.0,67,1,13.87,US,1605495162
505,cartagena,10.4,-75.51,78.8,100,75,7.65,CO,1605495045
506,samarai,-10.62,150.67,82.83,78,94,12.44,PG,1605495186
507,altona,53.55,9.93,50.0,81,48,11.41,DE,1605495186
508,saint-francois,46.42,3.91,50.0,81,0,4.7,FR,1605495186
509,zykovo,55.95,93.15,8.6,92,40,2.24,RU,1605495186
510,ketchikan,55.34,-131.65,41.0,74,1,5.82,US,1605495186
511,mae sot,16.72,98.57,75.2,78,0,2.57,TH,1605495182
512,letlhakeng,-24.09,25.03,71.6,31,36,5.19,BW,1605495186
513,luba,3.46,8.55,73.4,100,20,3.36,GQ,1605495186
514,lampang,18.33,99.5,81.0,69,0,1.61,TH,1605495186
515,jiwani,25.05,61.74,67.44,28,0,12.95,PK,1605495186
516,mao,39.89,4.27,66.2,88,0,9.17,ES,1605495187
517,lavrentiya,65.58,-171.0,30.97,96,100,19.89,RU,1605495187
518,nishihara,26.18,127.76,80.6,65,40,17.22,JP,1605495187
519,fairfield,41.27,-73.32,55.99,81,90,14.99,US,1605494975
520,redcar,54.62,-1.06,52.0,87,42,8.01,GB,1605495187
521,mehamn,71.04,27.85,39.79,81,95,12.06,NO,1605495187
522,guangyuan,32.44,105.82,63.0,63,89,4.45,CN,1605495187
523,ligayan,4.65,119.47,83.57,70,77,2.82,PH,1605495187
524,bahia honda,22.9,-83.16,75.2,87,0,9.62,CU,1605495187
525,jimeta,9.28,12.47,73.0,30,10,0.92,NG,1605495187
526,moratuwa,6.77,79.88,78.8,94,75,1.12,LK,1605495188
527,thanh hoa,19.8,105.77,67.91,92,100,6.22,VN,1605495188
528,joinville,-26.3,-48.85,70.0,92,99,0.78,BR,1605495109
529,chicama,-7.84,-79.15,64.74,80,100,4.38,PE,1605495188
530,mayachnyy,52.68,55.69,8.76,94,0,4.25,RU,1605495188
531,aljezur,37.32,-8.8,62.01,95,18,1.99,PT,1605495188
532,manta,-0.95,-80.73,73.4,78,20,9.17,EC,1605495188
533,formosa do rio preto,-11.05,-45.19,74.34,60,91,1.92,BR,1605495188
534,tungor,53.38,142.96,25.41,90,96,20.07,RU,1605495188
535,kaitangata,-46.28,169.85,63.14,58,43,10.83,NZ,1605495189
536,rio gallegos,-51.62,-69.22,51.8,40,0,27.51,AR,1605495189
537,mitsamiouli,-11.38,43.28,77.85,72,0,6.04,KM,1605495189
538,bolgar,54.95,49.07,5.0,84,0,6.62,RU,1605495189
539,margate,51.38,1.39,51.01,66,2,8.99,GB,1605495189
540,eastbourne,50.77,0.28,51.01,83,31,7.0,GB,1605495189
541,roseburg,43.22,-123.34,53.6,87,90,2.08,US,1605495189
542,norden,53.6,7.2,48.2,76,60,17.22,DE,1605495043
543,caravelas,-17.71,-39.25,75.18,93,100,8.86,BR,1605495189
544,beringovskiy,63.05,179.32,34.83,91,100,20.78,RU,1605495189
545,sibolga,1.74,98.78,86.9,64,49,2.13,ID,1605495190
546,saint george,37.1,-113.58,53.6,23,1,3.36,US,1605494970
547,sahuaripa,29.05,-109.23,66.09,30,0,3.04,MX,1605495190
548,balykshi,47.07,51.87,10.4,78,0,8.95,KZ,1605495190
549,tombouctou,20.0,-3.0,72.19,21,0,12.91,ML,1605495190
550,iqaluit,63.75,-68.51,24.8,73,75,19.46,CA,1605495190
551,dayong,25.02,118.29,77.0,61,40,4.47,CN,1605495190
552,biloela,-24.42,150.5,95.94,25,0,8.34,AU,1605495190
553,la union,-5.4,-80.75,65.89,75,100,10.0,PE,1605495190
554,daltenganj,24.03,84.07,75.11,57,0,4.07,IN,1605495190
555,anadyr,64.75,177.48,33.8,86,0,29.08,RU,1605495191
